id,created_at,text,retweet_count,favorite_count
948932626408128512,2018-01-04 15:02:23,b'RT @EcoInternet3: Magnitude 4.5 earthquake rocks San Francisco Bay Area: Physorg https://t.co/QxI9itPhqx #environment',4,0
948932535026937856,2018-01-04 15:02:01,b'RT @CECHR_UoD: Brazil announces end to Amazon mega-dam building policy\nhttps://t.co/xh1IHsV1eU  #megahydro #megadam #environment #BeloMonte\xe2\x80\xa6',8,0
948932402788827139,2018-01-04 15:01:29,b'.@GenomeAlberta can help researchers and companies apply for a grant of up to $2 million for genomics R&amp;D projects\xe2\x80\xa6 https://t.co/zt0NWfdg6K',0,0
948932266419458049,2018-01-04 15:00:57,b'RT @WeDontHaveTime0: In a New Zealand newspaper 1912. If we only had listened. #environment https://t.co/ycdSDxPODn',3199,0
948932208634540034,2018-01-04 15:00:43,"b'Blizzard roars into U.S. Northeast, snarling travel https://t.co/GFYnl42E3o @AnnouncerUK #environment'",0,0
948932207426535424,2018-01-04 15:00:43,"b'Blizzard roars into U.S. Northeast, snarling travel https://t.co/oeesYUwa35 @AnnouncerUK #environment'",0,0
948932206097035264,2018-01-04 15:00:42,"b'Blizzard roars into U.S. Northeast, snarling travel https://t.co/rrxhGjJC6T @AnnouncerUK #environment'",0,0
948932204415082496,2018-01-04 15:00:42,"b'Blizzard roars into U.S. Northeast, snarling travel https://t.co/0lCuvQv1SY @AnnouncerUK #environment'",0,0
948932203865665537,2018-01-04 15:00:42,b'RT @tselsmark: https://t.co/Qrl9Um3DxW #ethical changes &amp;good news for #animals &amp; #environment. Pls like page and let us spread \xe2\x9d\xa4\xe2\x9c\x8c\xf0\x9f\x8e\xb6peace/lo\xe2\x80\xa6',21,0
948932199289638912,2018-01-04 15:00:41,"b'Blizzard roars into U.S. Northeast, snarling travel https://t.co/NoFtfTVMZO @AnnouncerUK #environment'",0,0
948932160215486465,2018-01-04 15:00:31,b'Why So #cold ? #climatechange May Be Part of the Answer -#climate #WeatherAuthority #snowday #ColdWeather\xe2\x80\xa6 https://t.co/qdO1jZxA9Q',0,2
948932138031833088,2018-01-04 15:00:26,"b""If you're a bit of a #germaphobe and work in an #office or similar #environment, then this post is not for you -\xe2\x80\xa6 https://t.co/EBxNDZSQqs""",0,0
948932104783450112,2018-01-04 15:00:18,b'RT @CECHR_UoD: Brazil announces end to Amazon mega-dam building policy\nhttps://t.co/xh1IHsV1eU  #megahydro #megadam #environment #BeloMonte\xe2\x80\xa6',8,0
